id,category,question_he,answer_he,answer_he_chatbot,source_urls,needs_secretary_review,secretary_tag,notes
mba_gt_011,program_structure,כמה נ״ז צריך להשלים ב-MBA רגיל?,"במסלול העיוני הרגיל (ללא תזה) תוכנית ה-MBA כוללת 48 נקודות זכות בדיוק. חריגה מעבר למכסה זו מאושרת אך ורק במקרים חריגים ובאישור מפורש של ועדת ההוראה, ועד לתקרה מקסימלית של 51 נ״ז.","שלום רב! תכנון מכסת השעות לתואר הוא הצעד הראשון בבניית מסלול הלימודים שלך, ואני כאן כדי לתת לך את הנתון המדויק.

במסלול העיוני הרגיל (ללא תזה) תוכנית ה-MBA כוללת 48 נקודות זכות (נ""ז) בדיוק. על פי נקודת המבט התקנונית של בית הספר, חריגה מעבר למכסה זו מאושרת אך ורק במקרים חריגים ומיוחדים ביותר ובאישור מפורש של ועדת ההוראה, וגם אז עד לתקרה מקסימלית של 51 נ""ז בלבד.

קישור רשמי למקור: https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_012,program_structure,איך מתחלקות 48 נקודות הזכות?,"ברירת המחדל לסטודנטים ללא פטורים: 24 נ״ז קורסי חובה כלליים ו-24 נ״ז לימודי התמחות ראשית (חובות מגמה, קורסי בחירה וסמינר). קורסי תשתית במתמטיקה וסטטיסטיקה, אם נדרשים, נלמדים בנוסף ואינם נספרים ל-48 נ״ז של התואר.","שלום וברכה. כדי שלא תרכיב/י מערכת קורסים בצורה שגויה, בית הספר מציע חלוקה מובנית ומאוזנת מאוד של נקודות הזכות המלווה אותך לאורך השנתיים.

ברירת המחדל לסטודנטים המגיעים ללא פטורים אקדמיים קודמים היא:

24 נ""ז – קורסי חובה כלליים: קורסי תשתית המעניקים את ארגז הכלים הניהולי הרחב.

24 נ""ז – לימודי התמחות ראשית: קורסים ממוקדים במגמה שבחרת (הכוללים חובות מגמה, קורסי בחירה פנימיים וסמינר מסכם).

קורסי תשתית במתמטיקה וסטטיסטיקה, במידה ותידרש/י אליהם, נלמדים בנוסף ואינם נספרים ל-48 נ""ז של התואר.

קישור רשמי למקור: https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_013,program_structure,האם מתמטיקה וסטטיסטיקה נספרים לתואר?,"לא. קורסי התשתית ""מתמטיקה למנהל עסקים"" ו""סטטיסטיקה למנהל עסקים"" אינם נספרים במניין 48 נ״ז של התואר, כרוכים בתשלום נוסף מעבר לשכר הלימוד, ונדרש לעבור אותם בציון 60 לפחות.","שלום וברכה. מדובר בשאלה חשובה מאוד שנוגעת לתכנון הפיננסי והאקדמי של הסמסטרים הראשונים שלך, וטוב שאת/ה מברר/ת זאת מראש.

התשובה המנהלית היא לא, הם אינם נספרים כחלק מהתואר:

מעמד הקורסים: קורסי התשתית ""מתמטיקה למנהל עסקים"" ו""סטטיסטיקה למנהל עסקים"" אינם נספרים במניין 48 נ""ז של התואר.

ציונים ועלויות: קורסים אלו כרוכים בתשלום נוסף מעבר לשכר הלימוד הרגיל, ונדרש לעבור אותם בציון 60 לפחות כדי להמשיך בלימודים תקינים.

קישור רשמי למקור: https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_014,program_structure,מהם קורסי החובה הכלליים?,"קורסי החובה הכלליים הם שמונה קורסים של 3 נ״ז (סה״כ 24 נ״ז): כלכלת עסקים א׳ (מיקרו כלכלה), מבוא לחשבונאות, התנהגות ארגונית ומנהל משאבי אנוש, אסטרטגיה עסקית, מבוא למימון, נתונים וטכנולוגיה בעסקים - MBA, ניהול השיווק, מודלים כמותיים בניהול.","שלום רב! קורסי החובה הכלליים הם עמוד השדרה של תואר ה-MBA ומקנים לך שפה ניהולית ועסקית משותפת עם עולם הניהול המודרני.

קבוצת קורסי החובה הכלליים מורכבת משמונה קורסים קבועים של 3 נ״ז כל אחד (סה""כ 24 נ""ז):

כלכלת עסקים א׳ (מיקרו כלכלה)

מבוא לחשבונאות

התנהגות ארגונית ומנהל משאבי אנוש

אסטרטגיה עסקית

מבוא למימון

נתונים וטכנולוגיה בעסקים - MBA

ניהול השיווק

מודלים כמותיים בניהול

קישור רשמי למקור: https://shnaton.huji.ac.il/roadmap/322-3222",https://shnaton.huji.ac.il/roadmap/322-3222,TRUE,,
mba_gt_015,program_structure,מה ציון העובר בקורסי חובה כלליים?,"ציון העובר בקורסי החובה הכלליים הוא 60 ומעלה. במסלולים מיוחדים, תוכניות מצטיינים או במסלול מחקרי — מומלץ לבדוק מול המזכירות אם קיימות דרישות ממוצע נוספות.","שלום וברכה. שמירה על רף ציונים תקין היא חובה על פי תקנון האוניברסיטה כדי להבטיח את המשך לימודייך בצורה חלקה וללא עיכובים.

על פי כללי השנתון והתקנון האקדמי:

ציון עובר מינימלי: ציון העובר בקורסי החובה הכלליים הוא 60 ומעלה.

מסלולים מיוחדים: במידה והנך לומד/ת במסלולים מיוחדים, תוכניות מצטיינים או במסלול מחקרי, מומלץ לבדוק מול המזכירות האם קיימות דרישות ממוצע נוספות.

קישור רשמי למקור: https://shnaton.huji.ac.il/roadmap/322-3222",https://shnaton.huji.ac.il/roadmap/322-3222,TRUE,,
mba_gt_016,program_structure,האם לכל קורסי החובה יש תנאי קדם?,לשלושת קורסי החובה הראשונים אין תנאי קדם אקדמיים. שאר קורסי החובה דורשים ידע מקדים ונלמדים רק לאחר השלמה ומעבר מוצלח של קורסי הקדם המוגדרים.,"שלום רב. כדי לבנות את מערכת השעות שלך בצורה חכמה ונכונה לאורך הסמסטרים, חשוב להבין את המבנה המדורג של הקורסים בתואר.

התשובה היא שלא לכולם, קיימת היררכיה ברורה:

קורסים ללא תנאי קדם: לשלושת קורסי החובה הראשונים בתכנית אין תנאי קדם אקדמיים, וניתן ללמוד אותם מיד עם תחילת התואר.

קורסים הדורשים ידע מקדים: שאר קורסי החובה דורשים ידע מקדים מובנה ונלמדים רק לאחר השלמה ומעבר מוצלח של קורסי הקדם המוגדרים להם.

קישור רשמי למקור: https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_017,program_structure,מה כוללים לימודי התמחות?,"לימודי התמחות ראשית (24 נ״ז) כוללים: קורסי חובה של ההתמחות, קורסי בחירה של ההתמחות ועבודת סמינר בתחום ההתמחות.","שלום וברכה! לימודי ההתמחות הם השלב שבו את/ה יוצק/ת תוכן אישי ומקצועי לתוך התואר ומפתח/ת מומחיות מעמיקה בתחום שמעניין אותך.

לימודי התמחות (אשר בהיקף סטנדרטי של התמחות ראשית עומדים על 24 נ""ז) כוללים:

קורסי חובה של ההתמחות: קורסי ליבה קבועים של המגמה.

קורסי בחירה של ההתמחות: סל קורסים מתקדמים לבחירתך.

עבודת סמינר: פרויקט מחקרי או יישומי מסכם בתחום ההתמחות.

קישור רשמי למקור: https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_018,program_structure,כמה זמן נמשכים לימודי MBA?,לימודי MBA במסלול הרגיל אורכים שנתיים (ארבעה סמסטרים). אין פתיחת לימודים או רישום בסמסטר ב׳; הלימודים מתחילים במסגרת שנת הלימודים בסמסטר א'.,"שלום רב. ניהול זמן נכון הוא מפתח להצלחה בשילוב הלימודים עם קריירה וחיים אישיים, וטוב שאנו מתאמים ציפיות מראש.

מבנה הזמנים הפורמלי של התוכנית מוגדר כך:

משך התואר הסטנדרטי: לימודי MBA במסלול הרגיל אורכים שנתיים אקדמיות מלאות, כלומר ארבעה סמסטרים רצופים.

מועד פתיחה קבוע: על פי הנחיות המזכירות, אין פתיחת לימודים או רישום בסמסטר ב', והלימודים מתחילים תמיד במסגרת שנת הלימודים בסמסטר א'.

קישור רשמי למקור: https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; secretariat-provided,TRUE,,
mba_gt_019,program_structure,באילו שעות מתקיימים הלימודים?,"הלימודים מותאמים לסטודנטים עובדים ומתקיימים אחר הצהריים והערב מ-15:30; חלק מהקורסים בימי שישי בבוקר. לפי המזכירות, ההוראה פרונטלית בקמפוס (לא מרחוק).","שלום וברכה. התוכנית שלנו בנויה מתוך הבנה עמוקה שמרבית הסטודנטים שלנו משלבים לימודים עם קריירה פעילה ומשרות מלאות בעולם העסקי.

לוח הזמנים האוניברסיטאי מותאם לכך בצורה מלאה:

שעות הלימוד: התקנון מציין שהלימודים מותאמים לסטודנטים עובדים ומתקיימים בשעות אחר הצהריים והערב החל מ-15:30, וחלק מהקורסים מתקיימים בימי שישי בבוקר.

מתכונת ההוראה: לפי הנחיות המזכירות, הלימודים מועברים בהוראה פרונטלית מלאה בקמפוס (ולא בלמידה מרחוק).

קישור רשמי למקור: https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; secretariat-provided,TRUE,,
mba_gt_020,program_structure,באילו ימים לומדים חובה כללית והתמחות?,"קורסי חובה כלליים: בדרך כלל ימי רביעי ו/או שישי בבוקר. קורסי התמחות: ימי ראשון, שני או שלישי לפי ההתמחות. במקרה של פטורים והחלפה בקורסי בחירה — ייתכן צורך ביום נוסף להשלמות המערכת.","שלום רב! כדי להקל עליך את תיאום ימי העבודה מול המעסיק, בית הספר משתדל לרכז את ימי הלימוד בצורה מובנית ככל הניתן.

על פי הנחיות מזכירות הלימודים:

ימי קורסי חובה כלליים: נלמדים ומרוכזים בדרך כלל בימי רביעי ו/או שישי בבוקר.

ימי קורסי התמחות: משובצים בימי חול האחרים – ראשון, שני או שלישי, בהתאם להתמחות הספציפית שנבחרה.

שים/י לב: במקרה של קבלת פטורים והחלפתם בקורסי בחירה, יייתכן צורך בהגעה ביום נוסף להשלמות המערכת.

מקור המידע: הנחיות תפעוליות של מזכירות החוג לתארים מתקדמים.",secretariat-provided,TRUE,,
mba_gt_021,program_structure,האם אפשר ללמוד שתי התמחויות ראשיות במקביל?,"לא. לפי התקנון לא ניתן ללמוד שתי התמחויות ראשיות במקביל. שילובים מאושרים מבוססים על התמחות ראשית אחת (24 נ״ז) והתמחות משנית (18 נ״ז), בכפוף לסוג ההתמחות, היקף הפטורים ואישור ועדת ההוראה.","שלום רב! אני מבין לחלוטין את הרצון להפיק את המקסימום מהתואר ולטעום לעומק מכמה עולמות תוכן, אך מבנה התואר מציב מגבלות ברורות בנושא זה.

התשובה הרשמית היא לא:

איסור על שתי ראשיות: על פי תקנון בית הספר, לא ניתן ללמוד שתי התמחויות המוגדרות כ""ראשיות"" במקביל.

החלופה המאושרת: השילובים האפשריים והמאושרים מבוססים על מבנה של התמחות ראשית אחת (24 נ""ז) ולצידה התמחות משנית (18 נ""ז). שילוב זה תלוי בסוג ההתמחות, בהיקף הפטורים שקיבלת ובאישור מפורש של ועדת ההוראה.

אנחנו כאן כדי לעזור לך לתכנן את השילוב הנכון והאפקטיבי ביותר עבור הקריירה שלך!

קישור רשמי למקור: https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_022,program_structure,מהם התנאים והדרישות למעבר למסלול מחקרי עם תזה?,"הגשת מועמדות למסלול מחקרי לקראת תום שנת א' (או בסמוך לכך), בכפוף ל: ממוצע אקדמי מצטבר של 85 ומעלה בסיום שנה א'; מציאת חבר סגל מוסמך מבית הספר למנהל עסקים המאשר בכתב את הסכמתו להנחיה; אישור ועדת תלמידי מחקר.","שלום וברכה. פנייה לכיוון המחקרי היא החלטה מצוינת המפתחת חשיבה מעמיקה ופותחת דלתות לעולם האקדמיה והמחקר המתקדם, ואנו מעודדים זאת מאוד.

הגשת המועמדות למסלול המחקרי מתבצעת לקראת תום שנת הלימודים הראשונה (או בסמוך לכך), בכפוף לתנאים הבאים:

ממוצע ציונים: סיום שנה א' ללימודים בממוצע אקדמי מצטבר של 85 ומעלה.

הנחיה אקדמית: מציאת חבר סגל מוסמך מבית הספר למנהל עסקים אשר יאשר בכתב את הסכמתו לשמש כמנחה המחקרי שלך.

אישור סופי: המעבר הפורמלי דורש את אישורה הרשמי של הוועדה לתלמידי מחקר של בית הספר.

קישורים רשמיים למקורות: https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf וכן https://shnaton.huji.ac.il/roadmap/322-3220",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://shnaton.huji.ac.il/roadmap/322-3220,TRUE,,
mba_gt_023,specialization_requirements,כמה נ״ז צריך ללמוד בהתמחות ראשית במימון ובנקאות?,"התמחות ראשית במימון ובנקאות — 24 נ״ז מקורסי ההתמחות. בתוך 24 הנ״ז יש לעמוד בדרישות השנתון: קורסי חובה של ההתמחות, קורסי בחירה פיננסיים מתקדמים ועבודת סמינר מסכמת.","שלום רב! בחירה מצוינת. התמחות במימון ובנקאות היא אחת התוכניות המובילות שלנו ומקנה כלים פרקטיים לשוק ההון ולמערכות פיננסיות.

מבחינת היקף השעות הנדרש:

מכסת נקודות הזכות: התמחות ראשית במימון ובנקאות היא בהיקף של 24 נ""ז מתוך קורסי ההתמחות.

דרישות פנימיות: בתוך מסגרת 24 הנ""ז הללו, עליך לעמוד בכל דרישות המגמה המפורטות בשנתון, הכוללות קורסי חובה של ההתמחות, קורסי בחירה פיננסיים מתקדמים ועבודת סמינר מסכמת.

קישורים רשמיים למקורות: https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf וכן https://shnaton.huji.ac.il/specialization/3113",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://shnaton.huji.ac.il/specialization/3113,TRUE,,
mba_gt_024,specialization_requirements,כמה נ״ז צריך ללמוד בהתמחות ראשית בניהול פיננסי לחשבונאים?,"התמחות ראשית בניהול פיננסי לחשבונאים — 24 נ״ז מקורסי ההתמחות. בתוך 24 הנ״ז יש לעמוד בדרישות השנתון: קורסי חובה ייעודיים, בחירה פיננסית ועבודת סמינר אינטגרטיבית.","שלום וברכה. מסלול זה מותאם ומעוצב במיוחד עבור סטודנטים ובוגרים מעולם החשבונאות המעוניינים להזניק את הידע שלהם קדימה לתפקידי ניהול כספים בכירים.

היקף הלימודים המוגדר למגמה זו:

מכסת נקודות הזכות: התמחות ראשית בניהול פיננסי לחשבונאים היא בהיקף של 24 נ""ז מתוך קורסי ההתמחות.

הרכב הלימודים: בתוך 24 הנ""ז עליך לעמוד בדרישות המובנות בשנתון, הכוללות קורסי חובה ייעודיים, בחירה פיננסית ועבודת סמינר אינטגרטיבית בתחום.

קישורים רשמיים למקורות: https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf וכן https://shnaton.huji.ac.il/specialization/3114",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://shnaton.huji.ac.il/specialization/3114,TRUE,,
