sample_id,chunk_ids,match_score,matched_preview,needs_review
mba_gt_029,per_group_0;per_group_27;per_group_3,14,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_030,per_group_0;per_group_21;per_group_22,13,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_031,per_group_0;per_group_29;per_group_3,14,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_032,per_group_0;per_group_5;per_group_22,11,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_033,per_group_0;per_group_14;per_group_15,13,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_034,per_group_0;per_group_26;per_group_19,10,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_035,per_group_0;per_group_19;per_group_3,13,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_036,per_group_0;per_group_26;per_group_29,10,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_037,per_group_0;per_group_26;per_group_27,8,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_038,per_group_0;per_group_26;per_group_27,8,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_039,per_group_0;per_group_3;per_group_7,12,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_040,per_group_0;per_group_21;per_group_7,10,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_041,per_group_0;per_group_3;per_group_7,7,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_042,per_group_0;per_group_3;per_group_29,9,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_043,per_group_0;per_group_7;per_group_17,8,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_044,per_group_0;per_group_4;per_group_3,15,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_045,per_group_0;per_group_3;per_group_7,18,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_046,per_group_3;per_group_7;per_group_8,15,-Place the sidebar in two different places due to the page tpl logic. sidebar first region beg - מתעניינים/ות תואר ראשון,TRUE
mba_gt_047,per_group_7;per_group_8;per_group_0,11,"שם המסלול: מנהל עסקים, מחקרי סוג: מוסמך מחקרי | תואר: MBA | חוג: מנהל עסקים קוד: 322-3220 שנה 1 - בחירה (סה""כ 1 נ""ז) הער",TRUE
mba_gt_048,per_group_3;per_group_0;per_group_24,11,-Place the sidebar in two different places due to the page tpl logic. sidebar first region beg - מתעניינים/ות תואר ראשון,TRUE
mba_gt_049,per_group_3;per_group_0;per_group_7,13,-Place the sidebar in two different places due to the page tpl logic. sidebar first region beg - מתעניינים/ות תואר ראשון,TRUE
mba_gt_050,per_group_3;per_group_0;per_group_1,16,-Place the sidebar in two different places due to the page tpl logic. sidebar first region beg - מתעניינים/ות תואר ראשון,TRUE
mba_gt_051,per_group_0;per_group_4;per_group_29,17,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_052,per_group_0;per_group_24;per_group_21,12,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_053,per_group_0;per_group_1;per_group_5,9,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_054,per_group_0;per_group_4;per_group_5,13,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_055,per_group_0;per_group_1;per_group_4,16,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_056,per_group_0;per_group_1;per_group_4,9,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_057,per_group_0;per_group_1;per_group_4,9,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_058,per_group_0;per_group_29;per_group_8,11,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_059,per_group_0;per_group_4;per_group_5,12,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_060,per_group_0;per_group_4;per_group_5,13,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_061,per_group_0;per_group_2;per_group_4,11,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_062,per_group_0;per_group_1;per_group_2,14,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_063,per_group_0;per_group_1;per_group_4,22,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_064,per_group_0;per_group_5;per_group_4,11,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_065,per_group_0;per_group_1;per_group_8,11,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_066,per_group_0;per_group_4;per_group_5,9,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_067,per_group_0;per_group_5;per_group_4,6,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_068,per_group_0;per_group_4;per_group_5,12,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_069,per_group_0;per_group_5;per_group_4,12,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_070,per_group_0;per_group_4;per_group_5,15,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_071,per_group_0;per_group_4;per_group_28,13,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_072,per_group_0;per_group_5;per_group_4,12,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_073,per_group_0;per_group_4;per_group_7,10,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_074,per_group_0;per_group_4;per_group_28,14,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_075,per_group_0;per_group_4;per_group_5,11,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_076,per_group_0;per_group_3;per_group_4,9,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_077,per_group_0;per_group_3;per_group_5,13,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_078,per_group_0;per_group_4;per_group_3,11,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_079,per_group_0;per_group_1;per_group_4,11,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_080,per_group_0;per_group_28;per_group_9,8,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_081,per_group_0;per_group_8;per_group_7,12,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_082,per_group_0;per_group_28;per_group_8,14,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_083,per_group_0;per_group_3;per_group_5,10,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_084,per_group_0;per_group_2;per_group_5,9,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_085,per_group_0;per_group_4;per_group_28,13,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_086,per_group_0;per_group_4;per_group_3,9,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_087,per_group_0;per_group_2;per_group_5,9,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_088,per_group_5;per_group_0;per_group_4,9,-Place the sidebar in two different places due to the page tpl logic. sidebar first region beg - מתעניינים/ות תואר ראשון,TRUE
mba_gt_089,per_group_0;per_group_2;per_group_28,8,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_090,per_group_0;per_group_7;per_group_8,14,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_091,per_group_0;per_group_4;per_group_5,12,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_092,per_group_0;per_group_8;per_group_7,7,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_093,per_group_0;per_group_4;per_group_5,17,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_094,per_group_0;per_group_1;per_group_4,10,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_095,per_group_0;per_group_4;per_group_5,10,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_096,per_group_0;per_group_5;per_group_4,17,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_097,per_group_0;per_group_28;per_group_2,8,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_098,per_group_0;per_group_4;per_group_5,11,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_099,per_group_0;per_group_4;per_group_5,16,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
mba_gt_100,per_group_0;per_group_4;per_group_5,7,1 תקנון לימודים לתואר מוסמך במנהל עסקים – MBA המסמך שלהלן מיועד לסטודנטים ולסטודנטיות המתחילים את לימודיהם בשנת הלימודים,TRUE
